date,open,high,low,close,volume
2024-10-14,15630.0,15710.0,15400.0,15490.0,13864814
2024-10-15,15630.0,15800.0,15450.0,15490.0,14886065
2024-10-16,15450.0,15580.0,15400.0,15540.0,8609094
2024-10-17,15580.0,15940.0,15360.0,15890.0,22484094
2024-10-18,15980.0,16070.0,15760.0,15800.0,29526373
2024-10-21,15670.0,15800.0,15540.0,15540.0,12879407
2024-10-22,15450.0,15800.0,15230.0,15360.0,31071770
2024-10-23,15400.0,15760.0,15270.0,15670.0,18025064
2024-10-24,15760.0,15850.0,15140.0,15140.0,18328397
2024-10-25,15230.0,15360.0,15090.0,15140.0,16913571
2024-10-28,15140.0,15270.0,15140.0,15270.0,7926417
2024-10-29,15320.0,15400.0,15180.0,15180.0,9769963
2024-10-30,15230.0,15320.0,15090.0,15320.0,11124629
2024-10-31,15230.0,15580.0,15140.0,15360.0,19915965
2024-11-01,15270.0,15360.0,15140.0,15140.0,13069341
2024-11-04,15140.0,15180.0,14650.0,14690.0,27023859
2024-11-05,14690.0,14830.0,14650.0,14690.0,9264343
2024-11-06,14830.0,15140.0,14690.0,15050.0,12045520
2024-11-07,15140.0,15140.0,14870.0,14920.0,6842658
2024-11-08,15000.0,15000.0,14690.0,14780.0,8670181
2024-11-11,14740.0,14780.0,14210.0,14380.0,30709655
2024-11-12,14470.0,14470.0,14250.0,14290.0,9285623
2024-11-13,14250.0,14380.0,13940.0,14340.0,17339430
2024-11-14,14250.0,14470.0,13980.0,13980.0,10657890
2024-11-15,13850.0,13980.0,13760.0,13850.0,16228672
2024-11-18,13850.0,14290.0,13810.0,14210.0,16215321
2024-11-19,14160.0,14250.0,14030.0,14030.0,9962528
2024-11-20,13940.0,14520.0,13940.0,14250.0,11382625
2024-11-21,14340.0,14430.0,14250.0,14430.0,6030696
2024-11-22,14380.0,14470.0,14290.0,14290.0,6829807
2024-11-25,14340.0,14430.0,14250.0,14340.0,5432501
2024-11-26,14340.0,14560.0,14340.0,14340.0,7398141
2024-11-27,14340.0,14470.0,14290.0,14340.0,4889716
2024-11-28,14430.0,14650.0,14380.0,14430.0,11226487
2024-11-29,14430.0,14520.0,14380.0,14380.0,4915269
2024-12-02,14520.0,14600.0,14290.0,14290.0,6796362
2024-12-03,14340.0,14380.0,14210.0,14210.0,6556486
2024-12-04,14250.0,14250.0,14030.0,14030.0,8017084
2024-12-05,14070.0,14600.0,13980.0,14600.0,11743617
2024-12-06,14650.0,14650.0,14430.0,14430.0,9731894
2024-12-09,14520.0,14650.0,14430.0,14560.0,8423940
2024-12-10,14560.0,14650.0,14520.0,14520.0,4982300
2024-12-11,14560.0,14650.0,14380.0,14470.0,6316729
2024-12-12,14520.0,14780.0,14430.0,14520.0,17363669
2024-12-13,14520.0,14600.0,14430.0,14430.0,4588100
2024-12-16,14430.0,14560.0,14340.0,14380.0,9852128
2024-12-17,14380.0,14470.0,14340.0,14380.0,4268647
2024-12-18,14380.0,14470.0,14290.0,14430.0,5408555
2024-12-19,14250.0,14340.0,14160.0,14210.0,10789820
2024-12-20,14250.0,14250.0,14120.0,14120.0,5575726
2024-12-23,14340.0,14380.0,14210.0,14250.0,6275589
2024-12-24,14250.0,14340.0,14210.0,14250.0,5951925
2024-12-25,14290.0,14960.0,14250.0,14560.0,14532759
2024-12-26,14520.0,14740.0,14520.0,14690.0,6868626
2024-12-27,14740.0,15140.0,14690.0,14870.0,27808453
2024-12-30,14920.0,15000.0,14650.0,14780.0,6737172
2024-12-31,14780.0,14920.0,14650.0,14780.0,7934334
2025-01-02,14830.0,14830.0,14560.0,14690.0,5153532
2025-01-03,14650.0,14690.0,14380.0,14380.0,9678572
2025-01-06,14380.0,14470.0,14210.0,14250.0,7774012
2025-01-07,14290.0,14430.0,14250.0,14290.0,5753862
2025-01-08,14430.0,14520.0,14340.0,14380.0,4609078
2025-01-09,14470.0,14470.0,14250.0,14290.0,4450634
2025-01-10,14290.0,14430.0,14070.0,14120.0,8371072
2025-01-13,14030.0,14250.0,13940.0,14120.0,6940107
2025-01-14,14120.0,14250.0,14070.0,14120.0,3549550
2025-01-15,14210.0,14290.0,14120.0,14210.0,5697114
2025-01-16,14290.0,14380.0,14210.0,14250.0,6279717
2025-01-17,14250.0,14380.0,14210.0,14340.0,4339780
2025-01-20,14430.0,14600.0,14380.0,14560.0,6760313
2025-01-21,14650.0,14650.0,14380.0,14380.0,5406455
2025-01-22,14470.0,14470.0,14290.0,14290.0,5144114
2025-01-23,14430.0,14560.0,14290.0,14520.0,6162898
2025-01-24,14470.0,14650.0,14470.0,14600.0,8385965
2025-02-03,14560.0,14560.0,14290.0,14340.0,8875858
2025-02-04,14430.0,14740.0,14340.0,14690.0,10940880
2025-02-05,14740.0,14830.0,14600.0,14740.0,8951702
2025-02-06,14830.0,15000.0,14650.0,14690.0,8820555
2025-02-07,14780.0,14920.0,14600.0,14690.0,10062941
2025-02-10,14650.0,14960.0,14520.0,14870.0,17706881
2025-02-11,14870.0,15270.0,14870.0,15090.0,42527437
2025-02-12,15180.0,15180.0,14920.0,14960.0,7643518
2025-02-13,14960.0,15050.0,14870.0,15000.0,7953561
2025-02-14,15090.0,15230.0,15000.0,15000.0,9822625
2025-02-17,15000.0,15090.0,14920.0,14960.0,8525542
2025-02-18,14960.0,15140.0,14920.0,15000.0,9231695
2025-02-19,15050.0,15090.0,14960.0,15090.0,8593181
2025-02-20,15090.0,15320.0,15050.0,15180.0,17115175
2025-02-21,15230.0,15230.0,15000.0,15090.0,10003413
2025-02-24,15090.0,15230.0,15000.0,15140.0,12874869
2025-02-25,15230.0,15230.0,15000.0,15050.0,15156834
2025-02-26,15180.0,15180.0,15000.0,15050.0,12931156
2025-02-27,15090.0,15140.0,14920.0,15000.0,18066708
2025-02-28,14960.0,15000.0,14830.0,14830.0,20443237
2025-03-03,14560.0,14600.0,14290.0,14380.0,61870386
2025-03-04,14380.0,14520.0,14290.0,14380.0,20883499
2025-03-05,14430.0,14560.0,14290.0,14290.0,15098147
2025-03-06,14290.0,14430.0,14250.0,14380.0,17486001
2025-03-07,14380.0,14600.0,14380.0,14520.0,18982813
2025-03-10,14520.0,14600.0,14380.0,14380.0,12091571
2025-03-11,14290.0,14430.0,14250.0,14430.0,9441252
2025-03-12,14430.0,14470.0,14290.0,14340.0,8871670
2025-03-13,14340.0,14380.0,14250.0,14250.0,9956155
2025-03-14,14250.0,14340.0,14210.0,14290.0,10226070
2025-03-17,14340.0,14600.0,14250.0,14520.0,14575385
2025-03-18,14560.0,14560.0,14380.0,14430.0,5579794
2025-03-19,14430.0,14470.0,14210.0,14250.0,17896124
2025-03-20,14250.0,14290.0,13320.0,13490.0,81025216
2025-03-21,13320.0,13490.0,12960.0,13100.0,38296269
2025-03-24,13050.0,13270.0,12830.0,12870.0,29390757
2025-03-25,12920.0,13320.0,12920.0,13140.0,18410538
2025-03-26,13140.0,13180.0,12830.0,12870.0,18664654
2025-03-27,12870.0,12960.0,12610.0,12700.0,19581131
2025-03-28,12740.0,12780.0,12610.0,12610.0,9639037
2025-03-31,12610.0,12870.0,12610.0,12700.0,12043549
2025-04-01,12780.0,12830.0,12650.0,12700.0,7881714
2025-04-02,12700.0,12780.0,12610.0,12650.0,11858336
2025-04-03,11900.0,12430.0,11810.0,11810.0,52470535
2025-04-04,11010.0,11500.0,11010.0,11320.0,42689790
2025-04-08,11010.0,11100.0,10570.0,10570.0,30414597
2025-04-09,9850.0,11050.0,9850.0,10390.0,30885432
2025-04-10,11100.0,11100.0,11100.0,11100.0,1279664
2025-04-11,11850.0,11850.0,11320.0,11720.0,26122158
2025-04-14,11760.0,11810.0,11500.0,11590.0,13394316
2025-04-15,11590.0,11630.0,11320.0,11360.0,11198508
2025-04-16,11320.0,11540.0,11320.0,11500.0,8424167
2025-04-17,11450.0,11630.0,11410.0,11630.0,9435068
2025-04-18,11630.0,11850.0,11630.0,11720.0,12420409
2025-04-21,11990.0,12210.0,11900.0,12030.0,15964691
2025-04-22,11900.0,12030.0,11540.0,11900.0,24172642
2025-04-23,12160.0,12160.0,11940.0,11990.0,8552434
2025-04-24,12030.0,12070.0,11850.0,11940.0,6908743
2025-04-25,12030.0,12070.0,11900.0,11900.0,14042922
2025-04-28,12070.0,12070.0,11900.0,11990.0,8457626
2025-04-29,12030.0,12120.0,11990.0,12070.0,7018500
2025-05-05,12160.0,12210.0,12030.0,12070.0,4499063
2025-05-06,11990.0,12390.0,11990.0,12250.0,14699805
2025-05-07,12430.0,12430.0,12250.0,12340.0,12160145
2025-05-08,12430.0,12560.0,12390.0,12470.0,17154005
2025-05-09,12610.0,12610.0,12430.0,12470.0,17761369
2025-05-12,12560.0,13140.0,12520.0,13100.0,34291082
2025-05-13,13290.0,13290.0,12860.0,12950.0,18615811
2025-05-14,13000.0,13140.0,12950.0,13140.0,14773298
2025-05-15,13140.0,13240.0,12910.0,13100.0,14248146
2025-05-16,13050.0,13100.0,12910.0,12950.0,8593192
2025-05-19,12860.0,12910.0,12760.0,12810.0,8531993
2025-05-20,12810.0,12910.0,12710.0,12860.0,10478406
2025-05-21,12860.0,13100.0,12810.0,12860.0,15408387
2025-05-22,12810.0,12860.0,12620.0,12670.0,15419099
2025-05-23,12670.0,12710.0,12520.0,12620.0,9582657
2025-05-26,12670.0,12760.0,12380.0,12710.0,9096584
2025-05-27,12710.0,12810.0,12380.0,12710.0,11177750
2025-05-28,12760.0,12860.0,12670.0,12710.0,8514605
2025-05-29,12760.0,12810.0,12710.0,12760.0,7032877
2025-05-30,12760.0,12810.0,12570.0,12620.0,7904104
2025-06-02,12290.0,12520.0,12140.0,12480.0,21648529
2025-06-03,12520.0,12670.0,12520.0,12620.0,7567169
2025-06-04,12620.0,12670.0,12480.0,12480.0,8560149
2025-06-05,12570.0,12570.0,12480.0,12520.0,4782444
2025-06-06,12520.0,12570.0,12430.0,12480.0,6758571
2025-06-09,12480.0,12520.0,12380.0,12430.0,5651042
2025-06-10,12430.0,12520.0,12380.0,12430.0,4596301
2025-06-11,12480.0,12710.0,12430.0,12620.0,9203140
2025-06-12,12620.0,12710.0,12570.0,12670.0,7348011
2025-06-13,12570.0,12670.0,12480.0,12570.0,15367212
2025-06-16,12570.0,12710.0,12520.0,12670.0,8630180
2025-06-17,12760.0,13050.0,12710.0,12860.0,15766277
2025-06-18,12910.0,12910.0,12710.0,12760.0,5254080
2025-06-19,12760.0,12860.0,12710.0,12760.0,4783144
2025-06-20,12710.0,12860.0,12670.0,12710.0,6956543
2025-06-23,12570.0,12670.0,12520.0,12670.0,6863369
2025-06-24,12760.0,12760.0,12620.0,12620.0,6093359
2025-06-25,12670.0,12860.0,12620.0,12760.0,11611124
2025-06-26,12760.0,12810.0,12670.0,12710.0,4861534
2025-06-27,12760.0,12810.0,12670.0,12760.0,8297200
2025-06-30,12810.0,12910.0,12760.0,12810.0,12756790
2025-07-01,12910.0,12950.0,12810.0,12910.0,13101893
2025-07-02,12910.0,13000.0,12860.0,12950.0,9760921
2025-07-03,13000.0,13290.0,12910.0,13100.0,27263469
2025-07-04,13140.0,13240.0,13100.0,13100.0,10477847
2025-07-07,13100.0,13520.0,13100.0,13480.0,26263961
2025-07-08,13290.0,13480.0,13240.0,13330.0,32552242
2025-07-09,13430.0,14240.0,13380.0,14190.0,62059545
2025-07-10,14290.0,14330.0,14000.0,14140.0,17104305
2025-07-11,14140.0,14430.0,14050.0,14140.0,26333712
2025-07-14,14140.0,14190.0,13860.0,14190.0,20670158
2025-07-15,14240.0,14380.0,14050.0,14050.0,19492578
2025-07-16,14000.0,14190.0,14000.0,14190.0,15934154
2025-07-17,14290.0,14430.0,14100.0,14190.0,19302540
2025-07-18,14240.0,14620.0,14140.0,14380.0,26891993
2025-07-21,14520.0,14570.0,14330.0,14380.0,21269765
2025-07-22,14330.0,14710.0,14140.0,14570.0,28525664
2025-07-23,14710.0,14810.0,14520.0,14670.0,27111889
2025-07-24,14670.0,15140.0,14670.0,14860.0,28838575
2025-07-25,15000.0,15050.0,14760.0,14860.0,23927040
2025-07-28,14910.0,15710.0,14860.0,15670.0,42113346
2025-07-29,15810.0,15810.0,14570.0,14570.0,48805716
2025-07-30,14670.0,15240.0,14570.0,15140.0,28373259
2025-07-31,15290.0,15330.0,14710.0,14950.0,19596231
2025-08-01,14950.0,15000.0,14620.0,14950.0,20600777
2025-08-04,14760.0,15950.0,14760.0,15950.0,58160506
2025-08-05,16620.0,17050.0,16050.0,16760.0,95641099
2025-08-06,17240.0,17910.0,16950.0,17330.0,52755103
2025-08-07,17480.0,18520.0,17140.0,18520.0,73686855
2025-08-08,18810.0,19140.0,18190.0,18430.0,43617297
2025-08-11,18480.0,18760.0,17950.0,18620.0,60946022
2025-08-12,18760.0,18860.0,18050.0,18290.0,41400956
2025-08-13,18290.0,18570.0,17670.0,18240.0,43150309
2025-08-14,18240.0,19380.0,18240.0,18860.0,71678094
2025-08-15,19100.0,19100.0,18290.0,18570.0,44726847
2025-08-18,18570.0,19620.0,18330.0,19190.0,50434092
2025-08-19,19330.0,20240.0,19190.0,20240.0,70624067
2025-08-20,20480.0,20520.0,18860.0,19670.0,55925815
2025-08-21,20000.0,21000.0,19670.0,21000.0,114532647
2025-08-22,20950.0,21710.0,19570.0,20570.0,80733188
2025-08-25,20570.0,20760.0,19140.0,19140.0,59524530
2025-08-26,18570.0,20050.0,18380.0,19950.0,49499939
2025-08-27,20290.0,20620.0,19100.0,19240.0,54296456
2025-08-28,19520.0,20000.0,19190.0,19810.0,38297944
2025-08-29,20000.0,20380.0,19670.0,19910.0,47768356
2025-09-03,19950.0,20140.0,19710.0,20050.0,27342346
2025-09-04,20330.0,20670.0,20050.0,20480.0,37906629
2025-09-05,20570.0,20810.0,19620.0,19620.0,47107109
2025-09-08,19240.0,19570.0,18430.0,18430.0,54231477
2025-09-09,18520.0,18670.0,18140.0,18520.0,21870627
2025-09-10,18620.0,18810.0,18190.0,18290.0,20217202
2025-09-11,18240.0,18760.0,17520.0,18710.0,33096065
2025-09-12,18860.0,18860.0,18430.0,18570.0,13562355
2025-09-15,18620.0,18950.0,18520.0,18860.0,13107505
2025-09-16,19000.0,19100.0,18570.0,18710.0,14892577
2025-09-17,18710.0,18760.0,18380.0,18380.0,10751522
2025-09-18,18380.0,18520.0,17810.0,17950.0,18532878
2025-09-19,18000.0,18240.0,17710.0,17710.0,12261147
2025-09-22,17810.0,18100.0,17330.0,18100.0,20778456
2025-09-23,18050.0,18290.0,17860.0,18290.0,12070341
2025-09-24,18240.0,18710.0,17760.0,18710.0,29874722
2025-09-25,18710.0,18760.0,18430.0,18480.0,9199011
2025-09-26,18430.0,18520.0,17910.0,17910.0,10608337
2025-09-29,17910.0,18190.0,17760.0,17950.0,7336214
2025-09-30,18000.0,18100.0,17520.0,17950.0,11742321
2025-10-01,17950.0,18620.0,17910.0,18380.0,19788383
2025-10-02,18380.0,18620.0,17910.0,17910.0,11184379
2025-10-03,17810.0,18000.0,17670.0,17810.0,9155332
2025-10-06,18140.0,19000.0,17910.0,18910.0,25606476
2025-10-07,19000.0,19000.0,18430.0,18430.0,12571556
2025-10-08,18760.0,18760.0,18190.0,18520.0,21261778
2025-10-09,18620.0,19100.0,18480.0,19050.0,42839052
2025-10-10,19140.0,19190.0,18620.0,18670.0,23804197
2025-10-13,18380.0,18620.0,18330.0,18520.0,18312041
2025-10-14,18570.0,18860.0,18140.0,18290.0,41110920
2025-10-15,18290.0,18910.0,18290.0,18760.0,28536540
2025-10-16,18910.0,18910.0,18570.0,18810.0,17133945
2025-10-17,18810.0,18860.0,18290.0,18330.0,18713824
2025-10-20,18330.0,18330.0,17100.0,17100.0,26359599
2025-10-21,16950.0,17520.0,16190.000000000002,17330.0,23313824
2025-10-22,17480.0,17520.0,16710.0,17290.0,8166614
2025-10-23,17330.0,17380.0,16950.0,16950.0,9154556
2025-10-24,17000.0,17100.0,16620.0,17050.0,10411761
2025-10-27,17140.0,17190.0,16710.0,16710.0,7158436
2025-10-28,16670.0,17100.0,16620.0,17100.0,8883123
2025-10-29,17140.0,17520.0,17050.0,17290.0,10941914
2025-10-30,17500.0,17500.0,17150.0,17150.0,5644446
2025-10-31,17100.0,17300.0,16650.0,16650.0,9010067
2025-11-03,16800.0,17300.0,16650.0,16650.0,20604049
2025-11-04,16650.0,17450.0,16550.0,17250.0,16482486
2025-11-05,17200.0,17250.0,16850.0,16900.0,4670645
2025-11-06,16900.0,17150.0,16750.0,16900.0,4180591
2025-11-07,16800.0,16950.0,16350.000000000002,16500.0,8568969
2025-11-10,16500.0,16800.0,16450.0,16500.0,5428796
2025-11-11,16550.0,16900.0,16450.0,16900.0,4340376
2025-11-12,16900.0,17300.0,16750.0,17300.0,10048700
2025-11-13,17200.0,17250.0,16950.0,16950.0,4498500
2025-11-14,16950.0,17000.0,16800.0,16950.0,4315300
2025-11-17,17000.0,17200.0,16900.0,17150.0,4670500
2025-11-18,17150.0,17600.0,17100.0,17600.0,13307100
2025-11-19,17600.0,17600.0,17150.0,17150.0,4219000
2025-11-20,17200.0,17300.0,17000.0,17250.0,4211000
2025-11-21,17050.0,17250.0,16850.0,17250.0,5447600
2025-11-24,17250.0,17300.0,17000.0,17250.0,6498000
2025-11-25,17100.0,17250.0,16850.0,16950.0,5087000
2025-11-26,16900.0,17450.0,16900.0,17400.0,6895100
2025-11-27,17400.0,17800.0,17300.0,17350.0,8297800
2025-11-28,17350.0,17400.0,17000.0,17300.0,3772500
2025-12-01,17200.0,17250.0,17000.0,17000.0,4157400
2025-12-02,17000.0,17150.0,16850.0,17100.0,6543900
2025-12-03,17150.0,17650.0,17150.0,17350.0,17159000
2025-12-04,17350.0,17650.0,17350.0,17600.0,16127000
2025-12-05,17700.0,17750.0,17250.0,17400.0,7624600
2025-12-08,17350.0,17450.0,17150.0,17200.0,4425100
2025-12-09,17150.0,17250.0,16700.0,16900.0,16834200
2025-12-10,16900.0,17100.0,16900.0,16900.0,2980100
2025-12-11,16950.0,17050.0,16750.0,16800.0,6528300
2025-12-12,16800.0,16900.0,16350.000000000002,16350.000000000002,9135900
2025-12-15,16300.0,16500.0,16250.0,16350.000000000002,7333700
2025-12-16,16350.000000000002,16800.0,15900.0,16800.0,10785400
2025-12-17,16700.0,16900.0,16500.0,16500.0,4972400
2025-12-18,16500.0,16700.0,16450.0,16700.0,3417100
2025-12-19,16750.0,16850.0,16650.0,16850.0,3947500
2025-12-22,16950.0,17400.0,16800.0,17300.0,12313500
2025-12-23,17400.0,17650.0,16950.0,17350.0,11798600
2025-12-24,17350.0,17600.0,17100.0,17400.0,5933400
2025-12-25,17450.0,17550.0,17000.0,17000.0,6278500
2025-12-26,16900.0,17150.0,16600.0,16950.0,7454900
2025-12-29,17000.0,17150.0,16900.0,16900.0,4987800
2025-12-30,17000.0,17300.0,16950.0,17150.0,9182200
2025-12-31,17250.0,17250.0,17100.0,17100.0,4734200
2026-01-05,17150.0,17200.0,16550.0,16600.0,9746200
2026-01-06,16750.0,17150.0,16550.0,17050.0,9984600
2026-01-07,17200.0,17650.0,17100.0,17450.0,24298100
2026-01-08,17500.0,18150.0,17300.0,17650.0,28555100
2026-01-09,17900.0,18000.0,17500.0,17600.0,23633700
2026-01-12,17600.0,18400.0,17550.0,18200.0,31613600
2026-01-13,18300.0,18500.0,17850.0,17900.0,25027900
2026-01-14,17950.0,17950.0,17500.0,17500.0,16879600
2026-01-15,17500.0,17650.0,17300.0,17400.0,9922700
2026-01-16,17650.0,17700.0,17350.0,17400.0,8678500
2026-01-19,17400.0,17500.0,17300.0,17350.0,5048400
2026-01-20,17400.0,17800.0,17400.0,17450.0,19291000
2026-01-21,17300.0,17450.0,17100.0,17200.0,7502100
2026-01-22,17200.0,17600.0,17200.0,17400.0,7320300
2026-01-23,17400.0,17500.0,17200.0,17250.0,6045100
2026-01-26,17150.0,17250.0,16800.0,17100.0,9056800
2026-01-27,17050.0,17250.0,17000.0,17200.0,7435400
2026-01-28,17250.0,17250.0,16850.0,16900.0,6350500
2026-01-29,16900.0,17100.0,16700.0,16700.0,5243000
2026-01-30,16800.0,17200.0,16650.0,17200.0,6437600
2026-02-02,17200.0,17350.0,17000.0,17000.0,7436300
2026-02-03,17200.0,17350.0,16950.0,17150.0,8592700
2026-02-04,17150.0,17450.0,17100.0,17400.0,8474000
2026-02-05,17400.0,17550.0,17100.0,17100.0,5380800
2026-02-06,17050.0,17100.0,16750.0,16800.0,8877300
2026-02-09,16900.0,17000.0,16750.0,16800.0,4925200
2026-02-10,16700.0,17000.0,16650.0,16800.0,4365300
2026-02-11,16800.0,17350.0,16800.0,17350.0,9392200
2026-02-12,17450.0,17500.0,17150.0,17150.0,4649600
2026-02-13,17150.0,17500.0,17100.0,17500.0,5366800
2026-02-23,17600.0,18050.0,17400.0,18000.0,34774400
2026-02-24,18000.0,18350.0,17650.0,18050.0,34910600
2026-02-25,18250.0,18700.0,18050.0,18650.0,50381300
2026-02-26,18800.0,18800.0,18150.0,18350.0,20461500
2026-02-27,18450.0,18700.0,18250.0,18400.0,17459800
2026-03-02,17900.0,18450.0,17800.0,17800.0,38690700
2026-03-03,17850.0,18200.0,17550.0,17600.0,24818800
2026-03-04,17550.0,17800.0,16600.0,17300.0,30118900
2026-03-05,17500.0,17700.0,17050.0,17050.0,18616900
2026-03-06,17000.0,17250.0,16850.0,16850.0,14312800
2026-03-09,15800.0,16500.0,15700.0,15700.0,28431800
2026-03-10,16100.000000000002,16350.000000000002,15700.0,16000.0,22268300
2026-03-11,16050.0,16700.0,16000.0,16450.0,21018900
2026-03-12,16200.0,16450.0,15950.0,16050.0,13103500
2026-03-13,16100.000000000002,16200.0,15850.0,16000.0,11262700
2026-03-16,16100.000000000002,16200.0,15950.0,16000.0,6987300
2026-03-17,16149.999999999998,16350.000000000002,16100.000000000002,16100.000000000002,6385100
2026-03-18,16200.0,16350.000000000002,15900.0,16050.0,8612200
2026-03-19,15850.0,16100.000000000002,15750.0,16000.0,11842100
2026-03-20,15900.0,16000.0,15800.0,15800.0,4820600
2026-03-23,15600.0,15750.0,15100.0,15100.0,11931000
2026-03-24,15500.0,15950.0,15350.0,15800.0,11898000
2026-03-25,15850.0,16200.0,15800.0,16149.999999999998,11989200
2026-03-26,16149.999999999998,16149.999999999998,15900.0,15900.0,6802600
2026-03-27,15900.0,16300.0,15900.0,16250.0,9247800
2026-03-30,15900.0,16200.0,15850.0,15950.0,5128400
2026-03-31,16050.0,16500.0,16000.0,16300.0,11363300
2026-04-01,16550.0,16750.0,16300.0,16350.000000000002,11594500
2026-04-02,16250.0,16250.0,15950.0,16000.0,5650100
2026-04-03,16149.999999999998,16149.999999999998,15950.0,16000.0,4118600
2026-04-06,16000.0,16100.000000000002,15850.0,15850.0,4698000
2026-04-07,15950.0,16000.0,15550.0,15750.0,9187900
2026-04-08,16200.0,16600.0,16149.999999999998,16500.0,17311600
2026-04-09,16450.0,16450.0,16250.0,16250.0,5397600
2026-04-10,16400.0,16900.0,16300.0,16300.0,8878700
2026-04-13,16200.0,16500.0,16100.000000000002,16350.000000000002,7939500
2026-04-14,16500.0,16700.0,16400.0,16450.0,8610800
2026-04-15,16450.0,16600.0,16350.000000000002,16400.0,6809100
2026-04-16,16400.0,16450.0,16200.0,16250.0,6088700
2026-04-17,16250.0,16400.0,16200.0,16250.0,6009400
2026-04-20,16250.0,16500.0,16250.0,16400.0,6485400
2026-04-21,16450.0,16500.0,16250.0,16250.0,6860400
2026-04-22,16350.000000000002,16350.000000000002,16149.999999999998,16300.0,5312400
2026-04-23,16300.0,16650.0,16250.0,16300.0,7412000
2026-04-24,16350.000000000002,16450.0,16250.0,16300.0,4051000
2026-04-28,16300.0,16400.0,16250.0,16250.0,4413200
2026-04-29,16250.0,16400.0,16149.999999999998,16250.0,4029500
2026-05-04,16250.0,16450.0,16250.0,16300.0,6862500
2026-05-05,16250.0,16300.0,15950.0,16250.0,11225300
2026-05-06,16200.0,16300.0,16000.0,16250.0,7676800
2026-05-07,16250.0,16350.000000000002,16050.0,16050.0,10346200
2026-05-08,16050.0,16200.0,15950.0,16000.0,12442900
2026-05-11,16100.000000000002,16100.000000000002,15750.0,15750.0,12446900
2026-05-12,15800.0,15850.0,15500.0,15800.0,11282100
2026-05-13,15800.0,15850.0,15550.0,15600.0,7045100
2026-05-14,15700.0,16000.0,15600.0,15850.0,11037200
2026-05-15,15900.0,15950.0,15700.0,15700.0,2817200
2026-05-18,15700.0,15700.0,15500.0,15500.0,7794500
2026-05-19,15650.0,15700.0,15350.0,15350.0,8041100
2026-05-20,15450.0,15650.0,15150.0,15500.0,13707400
2026-05-21,15600.0,15650.0,15500.0,15600.0,5920600
2026-05-22,15600.0,15600.0,15400.0,15550.0,4716400
2026-05-25,15600.0,15700.0,15500.0,15600.0,4907800
2026-05-26,15600.0,15900.0,15600.0,15800.0,10799100
2026-05-27,15850.0,16300.0,15800.0,16250.0,22070600
2026-05-28,16250.0,16250.0,15900.0,15900.0,7024400
2026-05-29,15900.0,16149.999999999998,15850.0,15900.0,10467100
2026-06-01,16000.0,16050.0,15700.0,15700.0,7151500
2026-06-02,15750.0,15800.0,15550.0,15600.0,7023600
2026-06-03,15600.0,15900.0,15600.0,15700.0,7620800
2026-06-04,15700.0,15950.0,15700.0,15950.0,7207400
2026-06-05,15950.0,16400.0,15950.0,16200.0,28615800
2026-06-08,16050.0,16100.000000000002,15800.0,15800.0,10799200
2026-06-09,15850.0,16000.0,15750.0,16000.0,5911300
2026-06-10,15950.0,16149.999999999998,15900.0,15950.0,6641500
2026-06-11,15850.0,16050.0,15800.0,15850.0,5464100
2026-06-12,16050.0,16600.0,16000.0,16350.000000000002,44500500
2026-06-15,16450.0,16600.0,16300.0,16450.0,19583400
2026-06-16,16600.0,16600.0,16300.0,16450.0,15322100
2026-06-17,16450.0,16600.0,16300.0,16450.0,16106600
2026-06-18,16450.0,16550.0,16149.999999999998,16200.0,18062000
2026-06-19,16200.0,16200.0,16050.0,16200.0,7920400
2026-06-22,16250.0,16250.0,16000.0,16250.0,10984200
2026-06-23,16250.0,16600.0,16100.000000000002,16149.999999999998,14302200
2026-06-24,16149.999999999998,16200.0,15950.0,16000.0,8873700
2026-06-25,16050.0,16250.0,16000.0,16000.0,5236700
2026-06-26,16000.0,16200.0,16000.0,16100.000000000002,5985600
2026-06-29,16149.999999999998,16400.0,16149.999999999998,16350.000000000002,10092000
2026-06-30,16350.000000000002,16650.0,16250.0,16600.0,32654500
2026-07-01,16600.0,16750.0,16500.0,16750.0,21976800
2026-07-02,16800.0,16800.0,16400.0,16500.0,9887100
2026-07-03,16500.0,16600.0,16350.000000000002,16550.0,7418900
